FederalID	College	State	Type	avg_salary_all	avg_comp_all	n_full	n_assoc	n_asst	n_instructors	n_all	avg_salary_full	avg_salary_assoc	avg_salary_asst	avg_comp_full	avg_comp_assoc	avg_comp_asst
3191	"Concordia College"	"OR"	"IIB"	349	436	13	15	7	1	36	401	329	307	496	414	389
3193	"Eastern Oregon State College"	"OR"	"IIB"	373	492	20	23	17	5	65	470	363	309	612	482	412
3194	"George Fox College"	"OR"	"IIB"	355	444	20	27	27	3	77	418	373	302	531	468	371
3197	"Lewis & Clark College"	"OR"	"IIA"	477	598	74	36	47	6	171	601	442	362	749	570	440
3198	"Linfield College"	"OR"	"IIB"	397	546	47	47	31	4	129	481	377	319	650	522	448
3208	"Northwest Christian College"	"OR"	"IIB"	292	409	4	5	2	0	11						
3209	"Western Oregon State College"	"OR"	"IIA"	361	472	60	40	33	2	155	439	354	315	575	470	417
3210	"Oregon State University"	"OR"	"I"	475	615	206	209	133	46	622	597	473	400	762	615	522
3211	"Oregon Institute of Tech."	"OR"	"IIB"	438	572	38	32	32	7	109	500	441	391	648	574	512
3212	"Pacific University"	"OR"	"IIA"	370	461	28	32	41	7	108	441	381	341	561	469	421
3216	"Portland State University"	"OR"	"I"	474	609	205	113	77	16	411	544	437	382	693	564	498
3217	"Reed College"	"OR"	"IIB"	495	607	47	20	31	0	98	596	442	378	729	545	463
3219	"Southern Oregon State Coll."	"OR"	"IIA"	393	517	72	49	25	12	161	460	371	315	598	491	417
3223	"University of Oregon"	"OR"	"I"	459	594	240	182	152	89	671	597	446	375	762	579	488
3224	"University of Portland"	"OR"	"IIA"	436	536	26	57	42	2	135	587	437	387	716	542	470
3225	"Warner Pacific College"	"OR"	"IIB"	269	328	4	14	8	0	26		279	216		340	262
3227	"Willamette University"	"OR"	"IIB"	478	621	69	43	28	4	145	596	390	345	758	524	466
3229	"Albright College"	"PA"	"IIB"	430	562	39	21	15	3	79	488	396	359	648	514	451
3230	"Allegheny College"	"PA"	"IIB"	415	532	36	46	54	8	144	576	414	332	744	537	418
3233	"Alvernia College"	"PA"	"IIB"	303	361	7	12	30	11	60	402	315	295	506	370	347
3235	"Beaver College"	"PA"	"IIA"	381	500	12	20	32	2	68	496	405	353	652	532	462
3237	"Bryn Mawr College"	"PA"	"IIA"	511	639	65	23	20	3	129	620	466	379	767	605	478
3238	"Bucknell University"	"PA"	"IIA"	528	678	84	85	73	1	243	658	497	415	840	637	542
3241	"Cabrini College"	"PA"	"IIB"	398	503	15	5	18	3	41	471		354	597		448
3242	"Carnegie-Mellon University"	"PA"	"I"	678	820	256	138	125	4	523	829	566	499	994	691	617
3243	"Cedar Crest College"	"PA"	"IIB"	375	468	14	17	29	0	60	475	392	318	591	495	392
3244	"Chatham College"	"PA"	"IIB"	394	500	13	12	16	2	43	492	397	323	628	503	407
3245	"Chestnut Hill College"	"PA"	"IIB"	311	391	5	10	18	4	37		322	277		400	348
3247	"College Misericordia"	"PA"	"IIB"	377	455	9	22	48	5	84	493	425	346	578	508	420
3252	"Del. Valley Coll/Sci.&Agr."	"PA"	"IIB"	379	473	10	27	21	15	73	504	411	347	649	511	426
3253	"Dickinson College"	"PA"	"IIB"	466	593	35	47	51	7	144	622	468	380	797	601	478
3256	"Drexel University"	"PA"	"I"	568	709	153	114	73	0	341	674	496	459	843	619	570
3258	"Duquesne University"	"PA"	"IIA"	475	601	98	97	113	28	336	602	469	393	753	597	497
3259	"Eastern College"	"PA"	"IIA"	363	473	19	17	17	4	57	442	342	329	636	413	398
3262	"Elizabethtown College"	"PA"	"IIB"	448	571	30	39	26	6	105	552	456	371	718	581	465
3265	"Franklin and Marshall Coll."	"PA"	"IIB"	517	694	56	43	44	9	152	675	481	387	902	653	519
3266	"Gannon University"	"PA"	"IIA"	365	469	35	54	76	17	182	453	377	341	586	489	434
3267	"Geneva College"	"PA"	"IIB"	366	469	17	17	16	0	50	416	366	312	527	475	402
3268	"Gettysburg College"	"PA"	"IIB"	485	637	38	65	28	20	151	627	475	400	820	630	516
3270	"Gwynedd-Mercy College"	"PA"	"IIB"	280	341	13	18	51	16	98	356	316	269	428	383	330
3274	"Haverford College"	"PA"	"IIB"	521	716	40	19	33	3	95	653	498	392	876	702	551
3275	"Holy Family College"	"PA"	"IIB"	364	465	12	14	33	16	75	480	395	335	599	504	432
3276	"Immaculata College"	"PA"	"IIB"	385	492	10	8	8	2	28	451	406	310	572	521	399
3277	"Indiana University of Penn."	"PA"	"IIA"	546	711	243	201	173	41	658	675	541	425	859	708	571
3278	"Thomas Jefferson University"	"PA"	"IIA"	441	578	5	9	24	18	59		505	428		678	558
3279	"Juniata College"	"PA"	"IIB"	419	545	36	20	16	2	74	488	391	316	634	497	427
3282	"King's College"	"PA"	"IIB"	409	520	22	28	45	0	95	498	427	354	641	548	444
3284	"Lafayette College"	"PA"	"IIB"	506	647	37	62	71	8	179	686	517	419	873	668	536
3287	"La Salle University"	"PA"	"IIA"	470	597	30	80	95	4	209	585	482	426	733	616	543
3288	"Lebanon Valley College"	"PA"	"IIB"	419	531	28	21	17	1	67	472	401	362	593	512	466
3289	"Lehigh University"	"PA"	"I"	635	805	216	118	77	4	416	757	543	448	955	700	568
3290	"Lincoln University"	"PA"	"IIB"	393	486	22	26	18	12	87	516	400	348	628	492	433
3293	"Lycoming College"	"PA"	"IIB"	395	507	16	26	33	11	86	502	436	352	656	575	442
3296	"Marywood College"	"PA"	"IIA"	412	508	25	41	52	3	121	514	429	356	635	524	443
3297	"Mercyhurst College"	"PA"	"IIB"	339	429	15	25	46	15	101	444	390	312	592	497	390
3298	"Messiah College"	"PA"	"IIB"	393	505	34	37	45	15	131	481	400	351	621	514	446
3301	"Moravian College"	"PA"	"IIB"	423	537	35	29	19	3	86	490	406	343	624	516	430
3303	"Carlow College"	"PA"	"IIB"	359	454	8	18	20	7	53	497	383	314	623	490	397
3304	"Muhlenberg College"	"PA"	"IIB"	449	600	36	31	37	2	115	589	432	359	809	568	463
3313	"Widener University"	"PA"	"IIA"	529	683	60	136	88	18	309	670	556	439	870	714	567
3315	"Bloomsburg Univ. of Penn."	"PA"	"IIA"	528	696	98	109	131	10	348	669	538	428	856	710	580
3316	"California Univ. of Penn."	"PA"	"IIA"	549	708	112	108	64	25	309	674	541	436	850	700	578
3317	"Cheyney University of Penn."	"PA"	"IIA"	550	725	35	35	21	7	98	692	554	379	884	732	530
3320	"East Stroudsburg University"	"PA"	"IIA"	526	686	95	72	85	20	272	676	531	415	858	696	556
3321	"Edinboro University of Penn."	"PA"	"IIA"	516	679	111	86	169	26	392	676	545	424	870	714	570
3322	"Kutztown Univ. of Penn."	"PA"	"IIA"	528	685	119	117	122	25	383	669	544	418	847	707	558
3323	"Lock Haven University"	"PA"	"IIB"	508	631	46	64	61	26	197	676	544	417	820	675	527
3324	"Mansfield Univ. of Penn."	"PA"	"IIB"	516	670	47	60	58	14	179	665	532	428	839	690	568
3325	"Millersville Univ. of Penn."	"PA"	"IIA"	549	716	117	97	100	6	320	660	552	429	842	723	576
3326	"Shippensburg University"	"PA"	"IIA"	573	735	148	67	83	3	301	673	545	425	848	706	567
3327	"Slippery Rock Univ. of Penn."	"PA"	"IIA"	537	676	127	104	138	11	380	675	532	431	836	670	552
3328	"West Chester Univ. of Penn."	"PA"	"IIA"	533	671	136	163	176	8	483	667	540	431	821	680	554
3354	"Phila.Coll.of Textiles&Sci."	"PA"	"IIB"	417	538	17	28	39	1	85	538	425	362	693	571	452
3357	"Point Park College"	"PA"	"IIB"	357	452	33	19	17	1	73	411	331	290	519	430	363
3359	"Robert Morris College"	"PA"	"IIB"	438	554	11	43	42	7	103	575	454	406	724	576	513
3362	"Seton Hill College"	"PA"	"IIB"	368	453	7	23	24	1	56	489	380	329	575	479	403
3366	"Saint Francis College"	"PA"	"IIB"	375	463	20	14	24	8	66	472	392	323	573	481	403
3367	"St. Joseph's University"	"PA"	"IIA"	487	623	39	50	63	2	154	594	484	427	764	628	539
3368	"Saint Vincent College"	"PA"	"IIB"	363	481	14	20	20	10	64	436	399	317	603	540	406
3369	"Susquehanna University"	"PA"	"IIB"	422	521	25	26	33	5	89	534	420	359	661	519	443
3370	"Swarthmore College"	"PA"	"IIB"	562	699	68	44	47	2	163	704	519	417	868	651	526
3371	"Temple University"	"PA"	"I"	606	755	490	332	291	37	1150	736	579	454	913	724	568
3376	"Thiel College"	"PA"	"IIB"	369	481	33	14	10	1	58	408	342	287	534	443	376
3378	"University of Pennsylvania"	"PA"	"I"	744	945	541	240	212	0	993	881	622	532	1086	831	712
3379	"Univ. of Pittsburgh-Main"	"PA"	"I"	547	688	427	402	373	63	1325	736	516	421	910	653	537
3380	"Univ. of Pittsburgh-Bradford"	"PA"	"IIB"	373	464	8	14	25	8	55	489	418	340	619	517	419
3381	"Univ. of Pittsburgh-Grnsburg"	"PA"	"IIB"	369	467	9	23	14	10	56	478	401	314	602	507	401
3382	"Univ. of Pittsburgh-Johnstwn"	"PA"	"IIB"	404	507	16	63	32	17	133	554	430	322	704	538	401
3384	"University of Scranton"	"PA"	"IIA"	475	621	51	86	95	5	242	565	479	437	736	632	571
3385	"Ursinus College"	"PA"	"IIB"	434	563	32	28	29	2	91	528	419	354	686	547	458
3388	"Villanova University"	"PA"	"IIA"	536	698	133	143	206	21	503	726	535	438	912	698	586
3389	"Washington & Jefferson Coll."	"PA"	"IIB"	473	602	33	29	18	7	87	549	480	373	689	608	494
3391	"Waynesburg College"	"PA"	"IIB"	333	451	20	11	22	11	67	407	332	297	541	453	399
3392	"Westminster College"	"PA"	"IIB"	423	508	47	12	24	10	93	497	410	337	603	498	394
3394	"Wilkes University"	"PA"	"IIA"	409	502	31	53	53	0	138	499	430	338	612	534	408
3396	"Wilson College"	"PA"	"IIB"	294	350	8	9	12	3	32	322	314	269	402	366	315
3399	"York College of Pennsylvania"	"PA"	"IIB"	464	603	13	32	67	1	113	615	512	414	809	664	537
3986	"Alltwn.Coll.St.Francis Sales"	"PA"	"IIB"	365	458	6	19	33	10	68	486	415	342	594	532	429
3987	"La Roche College"	"PA"	"IIB"	351	419	11	12	21	0	44	433	364	302	518	438	355
3988	"Neumann College"	"PA"	"IIB"	307	415	5	9	27	3	44		328	296		457	399
6965	"Penn State Univ.-Main Campus"	"PA"	"I"	522	652	622	449	427	160	1799	721	509	417	887	642	525
9235	"Clarion University of Penn."	"PA"	"IIA"	517	665	100	92	110	22	324	649	539	419	824	694	549
3401	"Brown University"	"RI"	"I"	625	797	286	100	111	0	514	752	515	433	956	659	554
3402	"Bryant College"	"RI"	"IIB"	556	709	40	43	45	0	135	632	582	502	812	746	629
3406	"Providence College"	"RI"	"IIA"	489	646	43	68	93	15	219	633	526	418	827	712	544
3407	"Rhode Island College"	"RI"	"IIA"	453	594	125	101	96	1	323	518	442	381	675	581	504
3409	"Rhode Island School Design"	"RI"	"IIB"	444	598	35	49	34	0	118	558	427	351	739	576	484
3411	"Salve Regina University"	"RI"	"IIA"	385	481	29	43	37	14	124	495	397	327	620	496	406
3414	"University of Rhode Island"	"RI"	"I"	541	703	334	187	135	3	659	630	473	416	813	622	548
4917	"Roger Williams University"	"RI"	"IIB"	464	605	0	0	0	0	104						
3419	"Charleston Southern Univ."	"SC"	"IIB"	327	395	12	20	29	6	72	429	356	299	518	430	359
3420	"Benedict College"	"SC"	"IIB"	257	308	21	10	29	18	78	320	260	241	381	311	289
3422	"Central Wesleyan College"	"SC"	"IIB"	264	329	20	7	9	0	36	293	247	214	366	311	261
3423	"Citadel Military Coll.of SC"	"SC"	"IIA"	421	520	65	59	24	0	148	469	405	332	576	502	415
3425	"Clemson University"	"SC"	"I"	466	571	296	224	191	42	801	602	441	375	728	544	465
3427	"Coker College"	"SC"	"IIB"	358	430	14	9	18	2	43	425	359	318	521	425	378
3428	"College of Charleston"	"SC"	"IIA"	374	462	68	102	118	32	320	475	410	320	581	505	399
3430	"Columbia College"	"SC"	"IIB"	358	442	23	25	15	9	76	415	355	330	515	441	402
3431	"Converse College"	"SC"	"IIB"	372	473	12	31	23	3	69	467	384	317	582	495	402
3432	"Erskine College"	"SC"	"IIB"	355	444	19	5	14	2	40	420		297	527		366
3434	"Furman University"	"SC"	"IIB"	453	583	86	39	54	6	185	551	414	343	719	530	430
3435	"Lander University"	"SC"	"IIB"	380	470	34	31	41	4	114	453	381	343	557	472	427
3436	"Limestone College"	"SC"	"IIB"	264	303	7	8	11	2	28	277	282	250	319	328	287
3439	"Morris College"	"SC"	"IIB"	269	303	5	16	21	4	46		278	252		314	285
3440	"Newberry College"	"SC"	"IIB"	287	339	11	19	11	5	46	351	290	243	411	344	290
3445	"Presbyterian College"	"SC"	"IIB"	397	501	26	22	22	5	75	503	376	316	637	478	395
3446	"South Carolina State College"	"SC"	"IIB"	350	432	59	58	77	36	255	458	379	307	561	467	382
3448	"Univ. South Carolina-Main"	"SC"	"I"	475	577	417	335	194	60	1034	585	436	385	705	532	472
3449	"Univ. South Carolina-Aiken"	"SC"	"IIB"	374	457	30	39	36	12	117	461	392	317	563	481	392
3451	"Coastal Carolina University"	"SC"	"IIB"	340	419	23	43	49	28	143	437	377	314	535	464	389
3455	"Voorhees College"	"SC"	"IIB"	233	265	1	3	12	14	30			254			287
3456	"Winthrop University"	"SC"	"IIA"	378	474	73	78	70	19	242	464	378	327	578	474	413
3457	"Wofford College"	"SC"	"IIB"	448	560	24	27	11	2	64	537	413	367	662	519	469
6951	"Univ. South Carolina-Sprtbrg"	"SC"	"IIB"	366	450	49	43	16	21	132	433	368	303	529	452	376
9226	"Francis Marion University"	"SC"	"IIB"	387	480	64	37	40	25	166	476	394	328	585	488	410
3458	"Augustana College"	"SD"	"IIB"	364	487	34	22	45	7	108	434	382	322	576	519	429
3459	"Black Hills State University"	"SD"	"IIB"	329	396	24	13	50	11	98	410	341	303	487	409	366
3461	"Dakota Wesleyan University"	"SD"	"IIB"	257	317	4	11	13	7	36		290	246		356	302
3463	"Dakota State University"	"SD"	"IIB"	351	420	9	11	24	12	56	469	357	349	554	427	419
3466	"Northern State University"	"SD"	"IIA"	337	407	27	30	35	12	104	417	333	297	498	402	362
3469	"Sioux Falls College"	"SD"	"IIB"	311	391	7	12	15	2	36	376	308	289	463	388	364
3470	"South Dakota Sch.Min.& Tech."	"SD"	"IIA"	419	500	45	28	26	5	104	473	414	362	562	495	435
3471	"South Dakota State Univ."	"SD"	"IIA"	368	440	132	67	122	44	367	440	368	326	521	440	392
10300	"University of South Dakota"	"SD"	"I"	362	436	88	75	134	55	352	480	364	340	570	438	410
3478	"Austin Peay State University"	"TN"	"IIA"	374	458	86	47	102	17	252	482	362	314	581	445	390
3479	"Belmont University"	"TN"	"IIA"	382	455	42	54	45	7	148	484	372	315	573	445	377
3480	"Bethel College"	"TN"	"IIB"	262	323	9	4	9	5	27	287		255	345		307
3481	"Carson-Newman College"	"TN"	"IIB"	324	390	32	33	41	11	117	393	334	286	475	405	339
3482	"Christian Brothers Univ."	"TN"	"IIB"	345	432	22	28	32	4	86	414	347	312	509	435	395
3486	"David Lipscomb University"	"TN"	"IIB"	365	451	33	22	25	17	97	453	374	308	561	473	374
3487	"East Tennessee State Univ."	"TN"	"IIA"	411	504	129	124	165	68	486	519	449	358	629	548	441
3490	"Fisk University"	"TN"	"IIB"	319	375	17	19	17	2	65	383	369	269	451	437	314
3492	"Freed-Hardeman University"	"TN"	"IIB"	305	374	16	23	20	9	69	382	326	271	454	401	346
3498	"Lambuth University"	"TN"	"IIB"	294	379	15	9	16	2	42	316	288	283	405	380	363
3500	"Lee College"	"TN"	"IIB"	297	360	12	20	29	13	74	350	320	284	431	407	334
3505	"Maryville College"	"TN"	"IIB"	338	406	12	14	19	4	49	429	351	289	520	419	348
3509	"Memphis State University"	"TN"	"I"	443	542	264	194	193	71	722	558	425	376	674	522	464
3510	"Middle Tenn. State Univ."	"TN"	"IIA"	410	501	202	167	224	76	669	542	418	336	654	511	416
3511	"Milligan College"	"TN"	"IIB"	347	410	21	16	15	0	52	398	334	291	465	404	337
3518	"Southern C.Seventh-Day Advts"	"TN"	"IIB"	260	334	34	32	19	5	90	270	261	249	348	331	322
3519	"Rhodes College"	"TN"	"IIB"	430	538	23	37	46	4	110	575	446	353	741	566	428
3522	"Tennessee State University"	"TN"	"IIA"	407	512	111	78	71	28	288	477	418	330	595	524	420
3523	"Tennessee Technological Univ"	"TN"	"IIA"	436	540	146	98	100	32	376	547	424	346	664	527	439
3527	"Tusculum College"	"TN"	"IIB"	314	373	6	7	14	0	27	353	327	290	426	396	340
3528	"Union University"	"TN"	"IIB"	332	414	18	22	52	20	112	396	361	318	496	454	396
3529	"Univ. of Tenn.at Chattanooga"	"TN"	"IIA"	428	538	113	60	79	11	263	494	420	365	628	525	452
3530	"Univ.of Tennessee-Knoxville"	"TN"	"I"	501	630	535	325	202	65	1139	600	454	402	756	570	500
3531	"Univ.of Tennessee-Martin"	"TN"	"IIA"	413	527	103	57	48	17	225	473	409	337	615	509	426
3534	"University of the South"	"TN"	"IIB"	485	636	53	20	18	6	99	578	427	347	759	571	447
3535	"Vanderbilt University"	"TN"	"I"	612	756	289	160	177	9	657	807	522	432	988	651	538
6725	"Univ. of Tennessee- Memphis"	"TN"	"I"	486	607	53	60	40	11	164	605	461	403	757	576	502
3537	"Abilene Christian University"	"TX"	"IIA"	376	494	68	42	36	14	160	424	375	339	555	491	418
3541	"Angelo State University"	"TX"	"IIB"	398	517	68	27	40	45	180	485	425	369	618	549	484
3543	"Austin College"	"TX"	"IIB"	418	518	37	20	23	4	84	508	394	320	629	500	390
3564	"East Texas Baptist Univ."	"TX"	"IIB"	329	409	19	9	17	10	55	377	318	325	460	409	403
3565	"East Texas State University"	"TX"	"IIA"	418	536	107	66	58	13	248	494	378	351	625	487	456
3571	"Hardin-Simmons University"	"TX"	"IIA"	330	400	39	11	25	9	84	378	311	295	457	380	357
3576	"Houston Baptist University"	"TX"	"IIA"	345	434	34	19	43	15	111	408	363	314	507	456	397
3581	"Lamar University-Beaumont"	"TX"	"IIA"	361	447	82	81	91	64	343	482	382	334	591	475	417
3584	"LeTourneau University"	"TX"	"IIB"	349	449	15	18	11	6	50	404	343	319	525	431	428
3592	"Midwestern State University"	"TX"	"IIA"	399	505	42	45	54	20	162	491	418	362	613	528	463
3594	"University of North Texas"	"TX"	"I"	448	555	249	203	234	5	751	551	443	382	674	550	479
3598	"Our Lady of the Lake Univ."	"TX"	"IIA"	379	437	24	25	30	21	101	499	405	346	577	469	399
3599	"Univ. of Texas-Pan Amer.Univ"	"TX"	"IIA"	367	467	63	85	109	109	369	503	426	343	625	536	439
3604	"Rice University"	"TX"	"I"	663	816	224	89	91	8	422	809	548	481	992	682	593
3606	"Sam Houston State University"	"TX"	"IIA"	408	529	147	63	116	10	365	497	403	341	633	523	451
3610	"Schreiner College"	"TX"	"IIB"	282	343	12	8	8	12	40	354	300	257	425	363	313
3613	"Southern Methodist Univ."	"TX"	"I"	550	687	158	154	135	5	483	733	505	463	918	636	570
3615	"Southwest Texas State Univ."	"TX"	"IIA"	385	492	209	135	204	53	662	495	410	328	619	521	426
3620	"Southwestern University"	"TX"	"IIB"	478	590	22	33	25	3	83	627	470	373	763	581	465
3621	"St. Edward's University"	"TX"	"IIB"	380	448	12	45	24	2	83	469	385	331	552	454	392
3623	"St. Mary's University"	"TX"	"IIA"	502	585	58	57	49	5	169	652	474	383	744	560	452
3624	"Stephen F.Austin State Univ."	"TX"	"IIA"	380	481	138	74	114	37	391	473	379	338	582	478	434
3625	"Sul Ross State University"	"TX"	"IIB"	354	462	34	15	24	8	95	440	368	310	562	474	410
3630	"Prairie View A&M University"	"TX"	"IIA"	369	481	34	58	64	73	232	485	421	347	616	542	455
3631	"Tarleton State University"	"TX"	"IIA"	354	462	42	48	48	62	204	446	399	347	570	516	455
3636	"Texas Christian University"	"TX"	"I"	511	632	107	109	99	9	336	654	477	423	811	599	518
3639	"Texas A&M Univ.-Kingsville"	"TX"	"IIA"	386	494	72	51	41	12	192	467	393	348	589	502	450
3641	"Texas Lutheran College"	"TX"	"IIB"	365	449	20	13	20	8	61	458	370	313	564	456	386
3642	"Texas Southern University"	"TX"	"I"	423	535	83	82	104	50	331	551	455	366	684	573	469
3644	"Texas Tech University"	"TX"	"I"	468	595	270	216	220	14	742	610	429	363	762	550	472
3645	"Texas Wesleyan University"	"TX"	"IIB"	439	544	42	30	15	9	96	456	536	298	570	656	370
3646	"Texas Woman's University"	"TX"	"I"	396	501	93	107	101	40	353	499	401	342	623	507	438
3647	"Trinity University"	"TX"	"IIA"	548	686	95	61	57	3	216	696	477	389	860	610	497
3651	"University of Dallas"	"TX"	"IIA"	395	489	23	35	25	1	108	474	432	364	578	550	446
3652	"University of Houston"	"TX"	"I"	520	651	341	288	238	24	903	681	462	398	836	585	510
3656	"Univ. of Texas at Arlington"	"TX"	"I"	455	577	185	224	137	0	608	581	438	395	724	557	506
3658	"Univ. of Texas at Austin"	"TX"	"I"	577	713	997	439	480	30	2099	732	476	432	888	599	548
3661	"Univ. of Texas at El Paso"	"TX"	"IIA"	404	535	101	122	142	10	423	522	417	365	679	552	488
3663	"Wayland Baptist Univ."	"TX"	"IIB"	311	387	18	19	15	10	62	433	278	252	502	338	362
3665	"West Texas A&M University"	"TX"	"IIA"	340	435	65	35	58	58	228	467	358	326	583	457	419
6967	"Baylor University"	"TX"	"I"	476	607	226	131	103	7	601	619	474	397	791	610	504
9651	"Texas A&M Internat'l Univ."	"TX"	"IIB"	404	522	10	16	18	4	48	445	432	380	570	554	494
9741	"Univ. of Texas at Dallas"	"TX"	"I"	557	692	89	58	59	1	207	661	505	451	810	634	571
9930	"Univ. of Texas -Permian Bsn."	"TX"	"IIB"	384	491	21	18	26	6	76	457	393	348	576	501	449
10115	"Univ. of Texas -San Antonio"	"TX"	"IIA"	429	548	61	120	108	6	314	546	441	379	685	562	489
10298	"Texas A&M Univ.at Galveston"	"TX"	"IIB"	393	503	15	15	8	0	63	570	368	376	714	475	482
10366	"Texas A & M University-Main"	"TX"	"I"	505	637	652	424	305	2	1546	645	460	394	798	587	509
11161	"Texas A&M U.-Corpus Christi"	"TX"	"IIA"	400	517	49	44	45	4	142	475	396	334	604	513	440
11163	"Univ. of Texas at Tyler"	"TX"	"IIA"	409	538	39	37	24	0	133	522	421	359	666	548	496
11711	"Univ. of Houston-Clear Lake"	"TX"	"IIA"	467	590	48	65	45	4	174	558	479	409	696	605	520
11854	"University of Central Texas"	"TX"	"IIB"	302	368	2	7	8	2	19		321	279		392	350
12826	"Univ. of Houston-Downtown"	"TX"	"IIB"	365	463	20	53	44	1	153	503	404	336	628	507	429
13231	"Univ. of Houston-Victoria"	"TX"	"IIB"	355	456	5	11	11	2	29		389	319		498	411
29269	"East Texas State U-Texarkana"	"TX"	"IIB"	429	556	20	6	2	4	32	480	373		616	490	
3670	"Brigham Young University"	"UT"	"I"	543	711	577	382	304	49	1372	661	504	431	851	668	577
3675	"University of Utah"	"UT"	"I"	498	652	388	231	216	25	860	615	432	383	792	574	514
3677	"Utah State University"	"UT"	"I"	420	567	199	165	158	20	583	518	403	364	688	546	497
3678	"Southern Utah University"	"UT"	"IIB"	335	459	33	48	55	11	147	421	349	290	546	473	413
3680	"Weber State University"	"UT"	"IIB"	389	518	160	97	124	61	459	483	388	341	633	522	458
3681	"Westminster Coll. Slt.Lke.Cy"	"UT"	"IIB"	359	448	15	25	35	4	79	445	367	325	578	459	399
3702	"Averett College"	"VA"	"IIB"	328	400	19	15	11	3	48	372	319	281	454	395	342
3704	"Bridgewater College"	"VA"	"IIB"	383	479	22	15	21	4	62	450	390	332	563	483	417
3705	"College of William and Mary"	"VA"	"I"	525	650	185	132	123	30	470	679	499	382	827	621	484
3706	"Christopher Newport Univ."	"VA"	"IIB"	412	515	39	44	68	15	166	509	442	363	632	553	458
3708	"Eastern Mennonite Coll.&Sem."	"VA"	"IIB"	325	402	26	13	15	13	69	387	335	286	480	411	355
3709	"Emory and Henry College"	"VA"	"IIB"	363	438	18	19	14	3	54	440	358	296	531	439	351
3711	"Ferrum College"	"VA"	"IIB"	353	431	27	21	16	5	69	415	342	299	508	417	362
3713	"Hampden-Sydney College"	"VA"	"IIB"	417	502	28	28	13	0	80	529	397	338	631	481	419
3714	"Hampton University"	"VA"	"IIA"	359	415	45	86	134	13	297	494	377	323	568	440	374
3715	"Hollins College"	"VA"	"IIB"	388	484	18	27	23	3	71	498	398	306	609	512	374
3719	"Longwood College"	"VA"	"IIB"	393	497	33	50	50	17	150	487	420	336	611	529	431
3720	"Lynchburg College"	"VA"	"IIA"	395	486	49	36	37	3	125	465	392	317	567	484	396
3721	"James Madison University"	"VA"	"IIA"	441	553	187	151	131	39	508	521	447	366	647	560	466
3723	"Mary Baldwin College"	"VA"	"IIB"	362	443	13	31	25	2	71	457	370	311	551	457	380
3724	"Marymount University"	"VA"	"IIA"	448	528	48	30	34	0	112	524	418	369	616	493	434
3728	"Old Dominion University"	"VA"	"I"	446	557	165	228	156	52	643	595	451	370	731	564	468
3732	"Radford University"	"VA"	"IIA"	407	505	137	119	92	43	391	499	393	354	613	488	443
3733	"Randolph-Macon College"	"VA"	"IIB"	399	488	22	30	21	6	79	522	395	313	632	484	385
3734	"Randolph-Macon Woman's Coll."	"VA"	"IIB"	409	512	17	28	18	2	65	495	411	337	623	512	424
3735	"Virginia Commonwealth Univ."	"VA"	"I"	491	609	220	310	211	43	784	610	492	404	753	611	501
3736	"Roanoke College"	"VA"	"IIB"	412	522	27	37	28	0	92	494	408	338	624	523	422
3737	"Shenandoah University"	"VA"	"IIB"	392	469	32	26	25	6	89	463	387	330	554	464	394
3739	"Saint Paul's College"	"VA"	"IIB"	290	357	8	9	8	8	33	319	309	275	399	368	341
3742	"Sweet Briar College"	"VA"	"IIB"	468	572	28	26	11	0	65	539	433	372	666	524	445
3744	"University of Richmond"	"VA"	"IIA"	565	700	80	70	72	0	222	711	550	418	883	686	512
3746	"Mary Washington College"	"VA"	"IIB"	401	513	59	43	48	0	157	475	397	325	602	507	421
3747	"U. Va. Clinch Valley College"	"VA"	"IIB"	350	440	17	14	18	4	58	445	352	313	552	442	397
3749	"George Mason University"	"VA"	"I"	568	696	210	266	156	43	675	753	524	445	909	650	550
3752	"Virginia Intermont College"	"VA"	"IIB"	307	363	7	15	12	0	34	332	318	279	392	373	333
3753	"Virginia Military Institute"	"VA"	"IIB"	467	590	52	14	24	2	94	532	446	364	668	573	465
3754	"Virginia Poly.Inst.&St.Univ."	"VA"	"I"	519	641	598	526	270	91	1485	655	467	404	802	582	506
3764	"Virginia State University"	"VA"	"IIA"	398	489	55	49	59	28	191	453	416	375	554	510	462
3765	"Norfolk State University"	"VA"	"IIA"	406	516	83	88	92	30	297	492	429	355	618	545	456
3766	"Virginia Union University"	"VA"	"IIB"	283	324	8	15	37	8	78	401	351	264	459	404	302
3767	"Virginia Wesleyan College"	"VA"	"IIB"	436	538	28	11	24	9	72	527	432	356	643	534	447
3768	"Washington & Lee University"	"VA"	"IIB"	592	728	84	30	24	0	138	685	487	397	842	605	480
6968	"University of Virginia"	"VA"	"I"	610	757	445	277	201	18	973	777	517	430	953	653	545
10392	"Liberty University"	"VA"	"IIA"	327	375	44	56	51	17	168	401	341	279	458	389	322
29261	"Christendom College"	"VA"	"IIB"	320	396	1	5	7	0	13			279			336
3682	"Bennington College"	"VT"	"IIB"	373	449	0	0	0	0	46						
3683	"Castleton State College"	"VT"	"IIB"	355	480	26	27	34	3	90	432	355	302	580	484	410
3687	"Green Mountain College"	"VT"	"IIB"	342	430	9	11	10	5	35	416	355	309	518	448	390
3688	"Johnson State College"	"VT"	"IIB"	342	469	14	21	29	2	66	423	349	303	550	478	429
